ensembl,FC,padj,gene
ENSG00000274265.5,-0.882950149,0.02902201,AC245297.3
ENSG00000169564.7,-0.882860617,4.79E-91,PCBP1
ENSG00000164924.18,-0.882745428,0,YWHAZ
ENSG00000285953.1,-0.88219385,0.660627934,AC000120.3
ENSG00000090097.21,-0.882173191,1.47E-12,PCBP4
ENSG00000169689.15,-0.882071435,1.33E-15,CENPX
ENSG00000102125.16,-0.881183458,0.004695482,TAZ
ENSG00000105855.10,-0.881175664,2.64E-11,ITGB8
ENSG00000080608.10,-0.881115536,3.57E-11,PUM3
ENSG00000188191.15,-0.880272396,1.71E-12,PRKAR1B
ENSG00000093010.13,-0.879807271,1.73E-20,COMT
ENSG00000119318.13,-0.879399755,5.49E-70,RAD23B
ENSG00000151332.19,-0.879363545,0.000775813,MBIP
ENSG00000003756.17,-0.879332564,4.34E-11,RBM5
ENSG00000144749.13,-0.878674596,3.86E-20,LRIG1
ENSG00000169221.14,-0.878670632,1.34E-24,TBC1D10B
ENSG00000146729.10,-0.878538494,1.06E-16,NIPSNAP2
ENSG00000278133.1,-0.877781759,0.466753887,AC135050.6
ENSG00000179899.8,-0.877704499,0.000889813,PHC1P1
ENSG00000188092.15,-0.877533836,0.003124655,GPR89B
ENSG00000178252.18,-0.877477646,1.41E-22,WDR6
ENSG00000111269.3,-0.87687045,3.95E-14,CREBL2
ENSG00000179981.10,-0.87663869,2.76E-06,TSHZ1
ENSG00000169607.13,-0.875954574,4.77E-40,CKAP2L
ENSG00000013364.19,-0.875917345,3.04E-53,MVP
ENSG00000115541.11,-0.875890101,4.90E-63,HSPE1
ENSG00000173511.9,-0.875860467,8.67E-10,VEGFB
ENSG00000149187.18,-0.875546234,8.06E-19,CELF1
ENSG00000123219.13,-0.875540647,4.92E-06,CENPK
ENSG00000108774.14,-0.87456064,6.29E-42,RAB5C
ENSG00000285816.1,-0.874486335,0.297775851,AP000944.5
ENSG00000204308.8,-0.874185904,2.61E-06,RNF5
ENSG00000162819.12,-0.874052622,7.24E-15,BROX
ENSG00000175550.8,-0.874043701,5.11E-53,DRAP1
ENSG00000234616.8,-0.873730198,1.47E-10,JRK
ENSG00000241553.12,-0.87367725,2.15E-37,ARPC4
ENSG00000153250.20,-0.87348196,7.71E-25,RBMS1
ENSG00000151553.15,-0.873402125,9.72E-05,FAM160B1
ENSG00000163932.15,-0.873168129,3.93E-07,PRKCD
ENSG00000255135.4,-0.873083007,0.010336822,AP002360.1
ENSG00000168591.16,-0.87247076,3.41E-06,TMUB2
ENSG00000084073.9,-0.87232869,6.52E-29,ZMPSTE24
ENSG00000100983.12,-0.872218465,1.03E-13,GSS
ENSG00000204356.14,-0.872047593,2.07E-17,NELFE
ENSG00000165914.15,-0.871774785,0.00029644,TTC7B
ENSG00000125450.11,-0.871687735,2.93E-13,NUP85
ENSG00000134987.11,-0.871567052,1.11E-18,WDR36
ENSG00000040487.13,-0.87144353,3.23E-06,SLC66A1
ENSG00000167394.13,-0.870811128,0.00027132,ZNF668
ENSG00000157870.16,-0.870386205,6.48E-11,PRXL2B
ENSG00000084093.17,-0.870102927,5.76E-13,REST
ENSG00000010803.16,-0.869996817,1.48E-06,SCMH1
ENSG00000100852.13,-0.869801879,2.91E-39,ARHGAP5
ENSG00000140575.13,-0.869719085,1.15E-108,IQGAP1
ENSG00000089693.10,-0.869259307,1.84E-84,MLF2
ENSG00000136141.15,-0.869069446,6.23E-10,LRCH1
ENSG00000118257.16,-0.868925024,2.81E-26,NRP2
ENSG00000283959.1,-0.868861662,0.551377105,AP002851.1
ENSG00000112514.16,-0.868832929,1.83E-19,CUTA
ENSG00000214113.10,-0.868747911,0.004577565,LYRM4
ENSG00000165102.15,-0.868707502,4.92E-08,HGSNAT
ENSG00000198783.6,-0.868658851,0.006673222,ZNF830
ENSG00000011638.10,-0.868544399,1.94E-16,TMEM159
ENSG00000141933.9,-0.868529658,0.002921883,TPGS1
ENSG00000005302.19,-0.868494733,3.33E-09,MSL3
ENSG00000136997.19,-0.868470898,1.57E-13,MYC
ENSG00000092140.16,-0.868296633,1.01E-08,G2E3
ENSG00000259953.2,-0.867132588,0.662954485,AL138756.1
ENSG00000110318.15,-0.86691708,0.400171314,CEP126
ENSG00000253352.9,-0.866172847,1.79E-20,TUG1
ENSG00000118508.5,-0.866143069,3.63E-12,RAB32
ENSG00000102317.18,-0.865934999,2.55E-66,RBM3
ENSG00000205578.6,-0.865897454,0.185347337,POM121B
ENSG00000162521.19,-0.865632224,1.33E-34,RBBP4
ENSG00000065665.21,-0.865221852,0.00045485,SEC61A2
ENSG00000267296.2,-0.865193805,0.321394774,CEBPA-DT
ENSG00000011114.15,-0.864641663,5.48E-06,BTBD7
ENSG00000140577.16,-0.864409892,1.86E-06,CRTC3
ENSG00000100106.22,-0.863757408,7.05E-22,TRIOBP
ENSG00000255545.8,-0.863723604,0.727114763,AP004608.1
ENSG00000253771.6,-0.863723604,0.727114763,TPTE2P1
ENSG00000287250.1,-0.863723604,0.727114763,AC073046.4
ENSG00000146066.3,-0.862964115,1.82E-14,HIGD2A
ENSG00000166851.15,-0.862788146,4.54E-37,PLK1
ENSG00000226067.7,-0.862714133,0.003032847,LINC00623
ENSG00000196810.5,-0.862522666,1.34E-06,CTBP1-DT
ENSG00000135763.10,-0.862303652,2.94E-11,URB2
ENSG00000175115.12,-0.862063636,2.60E-35,PACS1
ENSG00000069011.16,-0.861906133,8.76E-09,PITX1
ENSG00000130024.15,-0.861861883,7.42E-18,PHF10
ENSG00000139637.14,-0.861656331,3.39E-05,C12orf10
ENSG00000228300.14,-0.861649204,4.32E-12,FAM174C
ENSG00000161551.14,-0.861444189,0.542397569,ZNF577
ENSG00000101811.13,-0.861393722,3.48E-08,CSTF2
ENSG00000168488.18,-0.861191242,7.46E-35,ATXN2L
ENSG00000012061.15,-0.860767106,5.08E-26,ERCC1
ENSG00000175764.14,-0.86073634,0.131461791,TTLL11
ENSG00000198680.4,-0.860265786,0.000144189,TUSC1
ENSG00000267575.7,-0.859634689,0.00463574,AC006504.5
ENSG00000154447.15,-0.859484396,7.38E-12,SH3RF1
ENSG00000198925.12,-0.858689486,5.68E-33,ATG9A
ENSG00000225178.5,-0.858538547,0.553787312,RPSAP58
ENSG00000261840.3,-0.858538547,0.553787312,AC093249.6
ENSG00000107949.17,-0.85845648,4.84E-15,BCCIP
ENSG00000139625.13,-0.857750081,0.014035605,MAP3K12
ENSG00000280594.1,-0.857139847,0.292566929,BTG3-AS1
ENSG00000147955.17,-0.856910378,9.01E-33,SIGMAR1
ENSG00000213551.6,-0.85690033,5.26E-20,DNAJC9
ENSG00000144567.11,-0.856729395,2.48E-29,RETREG2
ENSG00000144554.10,-0.856700652,1.53E-15,FANCD2
ENSG00000166548.16,-0.856661751,2.10E-05,TK2
ENSG00000243176.6,-0.85647886,0.368175973,AC092944.1
ENSG00000082515.18,-0.856336649,4.40E-10,MRPL22
ENSG00000064703.12,-0.856203864,1.38E-06,DDX20
ENSG00000047621.12,-0.855847938,2.81E-12,C12orf4
ENSG00000104164.11,-0.855296044,3.38E-16,BLOC1S6
ENSG00000237357.2,-0.855175558,0.476511795,BX088651.4
ENSG00000132005.9,-0.855141595,0.000421793,RFX1
ENSG00000104671.8,-0.854985068,2.03E-06,DCTN6
ENSG00000224418.1,-0.854186387,0.646988342,STK24-AS1
ENSG00000019144.19,-0.853806628,8.68E-18,PHLDB1
ENSG00000071242.12,-0.853549676,0.008936135,RPS6KA2
ENSG00000097033.14,-0.853404103,1.69E-19,SH3GLB1
ENSG00000120327.6,-0.853357869,4.44E-06,PCDHB14
ENSG00000161267.12,-0.853278777,0.293447106,BDH1
ENSG00000147439.13,-0.853266437,2.88E-09,BIN3
ENSG00000274026.2,-0.853012281,0.502244734,FAM27E3
ENSG00000145743.15,-0.852771831,1.38E-09,FBXL17
ENSG00000220205.9,-0.85274484,0.000185533,VAMP2
ENSG00000172197.11,-0.852740171,0.018206175,MBOAT1
ENSG00000214226.9,-0.852594377,0.079113601,C17orf67
ENSG00000168779.19,-0.852506093,1.29E-06,SHOX2
ENSG00000167005.14,-0.852473046,1.24E-37,NUDT21
ENSG00000258472.8,-0.852440411,0.357755739,AC005726.1
ENSG00000132640.15,-0.85228966,7.43E-16,BTBD3
ENSG00000138867.16,-0.852216394,1.52E-15,GUCD1
ENSG00000142731.11,-0.85214944,1.00E-08,PLK4
ENSG00000175063.17,-0.851982436,1.25E-22,UBE2C
ENSG00000178761.15,-0.851878203,0.000760263,FAM219B
ENSG00000274718.1,-0.851618657,0.555011976,AL136964.1
ENSG00000150779.12,-0.851492765,1.91E-07,TIMM8B
ENSG00000183617.5,-0.850998021,5.44E-06,MRPL54
ENSG00000129484.13,-0.850995771,3.55E-05,PARP2
ENSG00000139505.11,-0.850699263,2.11E-22,MTMR6
ENSG00000164323.14,-0.850688486,1.38E-12,CFAP97
ENSG00000176209.11,-0.85031763,0.000146224,SMIM19
ENSG00000137817.17,-0.849966369,6.36E-05,PARP6
ENSG00000140464.20,-0.849459989,4.88E-18,PML
ENSG00000136888.7,-0.849414761,4.06E-16,ATP6V1G1
ENSG00000139514.13,-0.849109087,2.19E-62,SLC7A1
ENSG00000157168.20,-0.849008208,0.00045485,NRG1
ENSG00000172349.17,-0.848921224,0.651066125,IL16
ENSG00000162032.16,-0.848836555,0.022716951,SPSB3
ENSG00000163002.13,-0.848534098,2.54E-07,NUP35
ENSG00000150760.12,-0.848468689,2.01E-26,DOCK1
ENSG00000100300.18,-0.848451956,5.07E-11,TSPO
ENSG00000204876.4,-0.848235049,0.501048137,AC021218.1
ENSG00000167985.6,-0.848119902,3.64E-05,SDHAF2
ENSG00000259426.6,-0.847972684,0.434584559,AC027237.3
ENSG00000114902.14,-0.847879068,3.80E-16,SPCS1
ENSG00000143543.15,-0.847875346,2.45E-13,JTB
ENSG00000215193.12,-0.84781291,3.23E-11,PEX26
ENSG00000184445.12,-0.847750618,1.80E-10,KNTC1
ENSG00000145191.15,-0.847689898,4.17E-17,EIF2B5
ENSG00000092531.10,-0.846737771,2.37E-10,SNAP23
ENSG00000146670.10,-0.846603513,9.76E-24,CDCA5
ENSG00000185900.10,-0.845355558,0.114569345,POMK
ENSG00000106125.14,-0.845078548,0.001103852,MINDY4
ENSG00000175756.13,-0.844178283,1.92E-26,AURKAIP1
ENSG00000285967.1,-0.843939396,0.002507442,NIPBL-DT
ENSG00000105723.12,-0.84386835,1.16E-14,GSK3A
ENSG00000181873.13,-0.8437571,0.017414413,IBA57
ENSG00000105676.14,-0.843662039,2.50E-12,ARMC6
ENSG00000172239.14,-0.843657271,3.36E-35,PAIP1
ENSG00000139645.10,-0.843194788,1.07E-26,ANKRD52
ENSG00000225684.4,-0.842795929,0.003031099,FAM225B
ENSG00000185250.15,-0.842513468,0.65074084,PPIL6
ENSG00000071967.12,-0.842475238,9.96E-21,CYBRD1
ENSG00000122390.19,-0.842430824,3.66E-07,NAA60
ENSG00000136824.19,-0.842393366,5.39E-31,SMC2
ENSG00000123374.11,-0.842381552,1.83E-14,CDK2
ENSG00000205323.9,-0.841769034,1.82E-11,SARNP
ENSG00000135736.6,-0.841463363,0.000171691,CCDC102A
ENSG00000111321.11,-0.840971791,1.69E-30,LTBR
ENSG00000110801.14,-0.840950895,1.53E-10,PSMD9
ENSG00000165119.21,-0.840711253,7.04E-150,HNRNPK
ENSG00000161654.9,-0.840337713,9.62E-13,LSM12
ENSG00000134758.14,-0.839744833,2.48E-07,RNF138
ENSG00000111615.14,-0.839403755,1.41E-13,KRR1
ENSG00000140836.17,-0.839101155,7.55E-10,ZFHX3
ENSG00000083642.19,-0.838754308,4.06E-21,PDS5B
ENSG00000114062.20,-0.838402833,3.89E-27,UBE3A
ENSG00000206262.9,-0.838046364,0.006287313,FOXL2NB
ENSG00000283103.3,-0.837805787,0.034618245,AC010642.2
ENSG00000277972.2,-0.837706259,1.20E-07,CISD3
ENSG00000122140.11,-0.837648937,3.11E-19,MRPS2
ENSG00000104980.8,-0.837418153,2.08E-08,TIMM44
ENSG00000104885.18,-0.836949363,9.55E-09,DOT1L
ENSG00000137309.19,-0.836207474,3.69E-204,HMGA1
ENSG00000153214.11,-0.836085417,7.84E-31,TMEM87B
ENSG00000086504.17,-0.835936972,4.82E-16,MRPL28
ENSG00000150753.12,-0.835753621,1.39E-201,CCT5
ENSG00000232024.2,-0.83560314,0.021031364,LSM12P1
ENSG00000156502.14,-0.835529341,1.90E-05,SUPV3L1
ENSG00000079974.17,-0.835228563,0.018314431,RABL2B
ENSG00000114353.17,-0.835228469,4.20E-100,GNAI2
ENSG00000177946.6,-0.834955712,9.46E-05,CENPBD1
ENSG00000122085.17,-0.834141063,1.06E-05,MTERF4
ENSG00000188021.8,-0.834083075,1.20E-09,UBQLN2
ENSG00000203993.6,-0.834037702,0.032291906,ARRDC1-AS1
ENSG00000100139.13,-0.834020403,3.39E-19,MICALL1
ENSG00000008283.16,-0.833702939,2.93E-22,CYB561
ENSG00000075218.19,-0.833645362,9.31E-22,GTSE1
ENSG00000100441.10,-0.83357861,6.28E-13,KHNYN
ENSG00000065371.17,-0.833262995,0.179230676,ROPN1
ENSG00000139613.12,-0.832390998,1.96E-14,SMARCC2
ENSG00000139437.18,-0.83215478,4.31E-07,TCHP
ENSG00000267321.3,-0.831576133,0.003019281,SNHG30
ENSG00000196712.17,-0.831549815,1.62E-23,NF1
ENSG00000171488.15,-0.830883537,2.22E-16,LRRC8C
ENSG00000132341.12,-0.830729614,3.44E-123,RAN
ENSG00000151687.14,-0.83015544,0.472564175,ANKAR
ENSG00000136244.12,-0.830084539,0.108244555,IL6
ENSG00000180964.17,-0.830022855,4.61E-08,TCEAL8
ENSG00000164897.14,-0.829953676,3.11E-14,TMUB1
ENSG00000145349.17,-0.829862785,4.16E-10,CAMK2D
ENSG00000284610.1,-0.829291858,0.086093568,AC107918.4
ENSG00000148110.16,-0.829215497,4.81E-19,MFSD14B
ENSG00000204370.12,-0.829013454,1.06E-15,SDHD
ENSG00000100462.16,-0.828740112,5.60E-24,PRMT5
ENSG00000269958.1,-0.828324195,0.075769473,AL049840.5
ENSG00000177337.8,-0.828289023,0.41241121,DLGAP1-AS1
ENSG00000239665.8,-0.827403343,0.30099861,AL157392.3
ENSG00000071889.16,-0.826251947,1.94E-06,FAM3A
ENSG00000146872.17,-0.826151478,6.93E-12,TLK2
ENSG00000254122.2,-0.826014749,0.05297139,PCDHGB7
ENSG00000181192.12,-0.82508684,5.23E-08,DHTKD1
ENSG00000162542.13,-0.82502625,0.001958856,TMCO4
ENSG00000187796.14,-0.824982885,0.55799092,CARD9
ENSG00000169446.5,-0.824926981,9.23E-15,MMGT1
ENSG00000162585.17,-0.824900292,4.81E-16,FAAP20
ENSG00000128944.13,-0.824388883,3.34E-11,KNSTRN
ENSG00000279088.1,-0.823180894,0.437581882,AC022400.6
ENSG00000181026.15,-0.823021893,3.01E-19,AEN
ENSG00000185043.12,-0.822692213,1.88E-10,CIB1
ENSG00000255248.9,-0.822589085,2.85E-07,MIR100HG
ENSG00000068394.11,-0.822381641,3.83E-06,GPKOW
ENSG00000259305.6,-0.822283259,0.226972687,ZHX1-C8orf76
ENSG00000248740.6,-0.821461012,0.599030972,LINC02428
ENSG00000196072.12,-0.821301055,1.31E-08,BLOC1S2
ENSG00000188167.9,-0.821215126,0.262476464,TMPPE
ENSG00000236287.8,-0.820683346,4.27E-06,ZBED5
ENSG00000174903.16,-0.820675091,2.82E-52,RAB1B
ENSG00000149596.6,-0.820556003,0.169511888,JPH2
ENSG00000175711.8,-0.819713218,0.003217445,B3GNTL1
ENSG00000278948.1,-0.819410568,0.087533613,AL031587.5
ENSG00000196526.10,-0.819114558,1.15E-76,AFAP1
ENSG00000091732.16,-0.818977178,7.49E-10,ZC3HC1
ENSG00000229589.1,-0.818625314,0.684876184,ACVR2B-AS1
ENSG00000122591.12,-0.818620659,1.72E-57,FAM126A
ENSG00000156876.10,-0.818177593,0.003274357,SASS6
ENSG00000160877.6,-0.81771331,1.85E-35,NACC1
ENSG00000005700.15,-0.817595196,1.04E-13,IBTK
ENSG00000255073.8,-0.817594265,0.244608618,ZFP91-CNTF
ENSG00000174606.14,-0.81742751,2.96E-05,ANGEL2
ENSG00000078304.19,-0.817162883,1.16E-14,PPP2R5C
ENSG00000095485.18,-0.817002512,0.000285099,CWF19L1
ENSG00000126746.17,-0.816970746,9.42E-13,ZNF384
ENSG00000253729.7,-0.816691662,9.02E-164,PRKDC
ENSG00000104219.13,-0.816383662,1.48E-07,ZDHHC2
ENSG00000215256.4,-0.815786008,0.002492402,DHRS4-AS1
ENSG00000134107.5,-0.81541234,4.51E-21,BHLHE40
ENSG00000157150.5,-0.815284271,6.96E-15,TIMP4
ENSG00000158526.8,-0.815019887,1.66E-10,TSR2
ENSG00000278996.1,-0.814754744,0.642683074,FP671120.4
ENSG00000131931.8,-0.81423705,0.000382895,THAP1
ENSG00000157881.15,-0.81385275,0.000267154,PANK4
ENSG00000283047.1,-0.813838926,0.610751535,FRG1FP
ENSG00000106397.12,-0.812880191,2.78E-133,PLOD3
ENSG00000218891.5,-0.812358692,0.000754646,ZNF579
ENSG00000138080.14,-0.812221489,7.60E-76,EMILIN1
ENSG00000104320.13,-0.812207498,7.85E-27,NBN
ENSG00000138614.15,-0.812198807,1.07E-07,INTS14
ENSG00000182179.13,-0.811668782,0.03319388,UBA7
ENSG00000236914.4,-0.811560456,0.440453827,LINC01852
ENSG00000042088.14,-0.811512602,0.038099249,TDP1
ENSG00000157680.15,-0.810877085,0.275240927,DGKI
ENSG00000198003.12,-0.810842769,0.405832981,CCDC151
ENSG00000033178.13,-0.810801806,1.97E-15,UBA6
ENSG00000152422.15,-0.809993445,0.000391883,XRCC4
ENSG00000185973.11,-0.809888964,0.00383587,TMLHE
ENSG00000169217.9,-0.80981977,7.03E-18,CD2BP2
ENSG00000133119.13,-0.809304826,1.11E-12,RFC3
ENSG00000024422.12,-0.809211252,1.35E-46,EHD2
ENSG00000071575.11,-0.809040874,2.46E-17,TRIB2
ENSG00000272886.6,-0.808697288,9.70E-06,DCP1A
ENSG00000140157.14,-0.808686608,2.47E-27,NIPA2
ENSG00000108946.14,-0.808563004,1.46E-98,PRKAR1A
ENSG00000125871.14,-0.807262474,6.75E-07,MGME1
ENSG00000172888.12,-0.806662147,0.003259091,ZNF621
ENSG00000166902.5,-0.806474237,2.94E-06,MRPL16
ENSG00000132591.12,-0.806399877,1.11E-09,ERAL1
ENSG00000187257.16,-0.806218927,5.01E-10,RSBN1L
ENSG00000211450.10,-0.806144622,8.31E-08,SELENOH
ENSG00000167302.10,-0.805902593,0.008573651,TEPSIN
ENSG00000127124.16,-0.80578468,1.57E-12,HIVEP3
ENSG00000177234.7,-0.805744459,0.609535678,LINC01561
ENSG00000182873.5,-0.805243345,0.608911159,PRKCZ-AS1
ENSG00000271918.1,-0.805243345,0.608911159,AC034236.2
ENSG00000187713.7,-0.80468589,2.45E-07,TMEM203
ENSG00000169955.7,-0.804671224,0.015861787,ZNF747
ENSG00000071539.14,-0.804407136,2.42E-22,TRIP13
ENSG00000126062.4,-0.803897265,1.65E-12,TMEM115
ENSG00000174177.13,-0.803854885,6.36E-07,CTU2
ENSG00000145833.16,-0.803638172,1.14E-29,DDX46
ENSG00000101337.16,-0.803428278,3.58E-18,TM9SF4
ENSG00000173818.17,-0.803407285,0.001257897,ENDOV
ENSG00000100393.13,-0.8032834,1.03E-18,EP300
ENSG00000111145.8,-0.802866206,1.61E-35,ELK3
ENSG00000243317.8,-0.802519584,2.07E-15,STMP1
ENSG00000168268.11,-0.802474345,1.37E-40,NT5DC2
ENSG00000080839.12,-0.802444341,2.45E-09,RBL1
ENSG00000093167.18,-0.802209782,7.47E-18,LRRFIP2
ENSG00000186283.14,-0.802079052,5.48E-08,TOR3A
ENSG00000187372.11,-0.802067232,0.146711043,PCDHB13
ENSG00000111361.13,-0.801928471,8.40E-10,EIF2B1
ENSG00000166128.13,-0.801923597,3.03E-12,RAB8B
ENSG00000159692.15,-0.801887903,2.72E-26,CTBP1
ENSG00000108786.10,-0.80180505,0.05485747,HSD17B1
ENSG00000267547.1,-0.801745858,0.606192779,AC060766.4
ENSG00000188566.13,-0.801712595,0.003725612,NDOR1
ENSG00000148704.13,-0.800833259,0.113977837,VAX1
ENSG00000160345.13,-0.800820166,0.264814216,C9orf116
ENSG00000276672.1,-0.800790657,0.415955683,AL161891.1
ENSG00000189079.17,-0.800752945,0.00087798,ARID2
ENSG00000174238.15,-0.800703441,3.19E-22,PITPNA
ENSG00000205683.11,-0.800515248,0.008404475,DPF3
ENSG00000172766.19,-0.800370785,0.026803757,NAA16
ENSG00000080189.15,-0.80029005,4.47E-08,SLC35C2
ENSG00000161217.12,-0.799949207,3.75E-28,PCYT1A
ENSG00000165807.8,-0.799853201,0.55416577,PPP1R36
ENSG00000119965.13,-0.799806145,0.006623257,C10orf88
ENSG00000115561.16,-0.799674952,1.65E-41,CHMP3
ENSG00000154719.13,-0.799490835,1.19E-05,MRPL39
ENSG00000163191.6,-0.799306185,6.36E-38,S100A11
ENSG00000167671.12,-0.799169467,4.21E-14,UBXN6
ENSG00000113384.14,-0.799148828,5.10E-40,GOLPH3
ENSG00000160714.10,-0.799097233,1.46E-12,UBE2Q1
ENSG00000183840.7,-0.798860256,6.41E-05,GPR39
ENSG00000119673.14,-0.798860197,2.68E-05,ACOT2
ENSG00000183778.17,-0.798707481,0.003694978,B3GALT5
ENSG00000197128.11,-0.798544747,0.245488133,ZNF772
ENSG00000143569.19,-0.798311143,2.73E-30,UBAP2L
ENSG00000117592.9,-0.797619602,1.83E-40,PRDX6
ENSG00000234869.1,-0.797363418,0.634983392,AL021392.1
ENSG00000164171.11,-0.797071314,2.24E-105,ITGA2
ENSG00000254999.4,-0.79691848,1.12E-25,BRK1
ENSG00000149547.15,-0.796462261,1.07E-32,EI24
ENSG00000233117.4,-0.796363846,0.351551285,LINC00702
ENSG00000262049.1,-0.796318814,0.054261599,AC139530.1
ENSG00000187051.9,-0.796312029,8.27E-13,RPS19BP1
ENSG00000198561.13,-0.796284995,4.72E-34,CTNND1
ENSG00000100823.12,-0.796198007,6.97E-28,APEX1
ENSG00000197879.17,-0.795403941,5.44E-76,MYO1C
ENSG00000134690.11,-0.795027349,2.03E-15,CDCA8
ENSG00000111300.10,-0.794247435,6.48E-08,NAA25
ENSG00000114127.10,-0.794121169,3.34E-11,XRN1
ENSG00000166455.13,-0.794001798,0.455988542,C16orf46
ENSG00000155506.17,-0.793875147,5.98E-69,LARP1
ENSG00000227082.3,-0.793765213,0.557615808,LINC02798
ENSG00000141391.14,-0.793698348,0.512257712,PRELID3A
ENSG00000100461.18,-0.792864897,7.27E-13,RBM23
ENSG00000237517.9,-0.792856501,0.003095263,DGCR5
ENSG00000113273.17,-0.792853765,3.61E-19,ARSB
ENSG00000148841.17,-0.792630998,2.57E-29,ITPRIP
ENSG00000091844.8,-0.791627674,5.96E-07,RGS17
ENSG00000223768.2,-0.791364538,2.80E-08,LINC00205
ENSG00000106089.12,-0.791325127,4.50E-09,STX1A
ENSG00000162607.13,-0.791284965,2.26E-24,USP1
ENSG00000103249.18,-0.790222062,8.40E-16,CLCN7
ENSG00000170681.7,-0.790197092,0.4372345,CAVIN4
ENSG00000171314.9,-0.789986614,8.90E-123,PGAM1
ENSG00000069509.6,-0.789968616,0.001649382,FUNDC1
ENSG00000110906.13,-0.789887144,3.16E-14,KCTD10
ENSG00000179091.5,-0.789876516,4.24E-53,CYC1
ENSG00000188612.12,-0.789628944,2.12E-65,SUMO2
ENSG00000118564.15,-0.789539728,2.66E-09,FBXL5
ENSG00000066557.6,-0.78906007,7.86E-07,LRRC40
ENSG00000135845.10,-0.78899881,0.000342152,PIGC
ENSG00000160752.14,-0.788541197,3.13E-16,FDPS
ENSG00000083799.17,-0.788486634,1.82E-06,CYLD
ENSG00000139131.13,-0.787835113,5.61E-16,YARS2
ENSG00000146414.16,-0.787689672,0.018690725,SHPRH
ENSG00000163930.10,-0.787440286,6.09E-19,BAP1
ENSG00000150787.8,-0.787009404,2.33E-06,PTS
ENSG00000065970.9,-0.786986708,2.92E-10,FOXJ2
ENSG00000137842.7,-0.786452117,0.00359507,TMEM62
ENSG00000074071.14,-0.786320939,1.37E-15,MRPS34
ENSG00000057935.13,-0.786276249,2.05E-08,MTA3
ENSG00000138698.14,-0.786256347,5.79E-12,RAP1GDS1
ENSG00000112139.16,-0.7862327,8.74E-07,MDGA1
ENSG00000123415.15,-0.78592316,0.01599154,SMUG1
ENSG00000122481.17,-0.785755231,0.117015726,RWDD3
ENSG00000169083.17,-0.785682122,1.67E-05,AR
ENSG00000123684.13,-0.785475215,5.08E-20,LPGAT1
ENSG00000196230.13,-0.785116494,0,TUBB
ENSG00000100418.8,-0.784939078,2.76E-11,DESI1
ENSG00000106628.10,-0.784808262,1.57E-47,POLD2
ENSG00000161847.14,-0.783945551,1.29E-17,RAVER1
ENSG00000286112.1,-0.783790347,0.305453802,AL441992.2
ENSG00000000460.17,-0.783378,0.000236172,C1orf112
ENSG00000160200.17,-0.783121483,0.008350514,CBS
ENSG00000114125.14,-0.782940597,2.41E-17,RNF7
ENSG00000106588.11,-0.782635633,1.00E-51,PSMA2
ENSG00000149483.12,-0.782603812,0.000664349,TMEM138
ENSG00000183283.16,-0.782037749,1.75E-12,DAZAP2
ENSG00000256594.8,-0.781524466,0.135178726,AC010186.2
ENSG00000286358.1,-0.781432899,0.730879455,AC096647.1
ENSG00000279579.3,-0.781432899,0.730879455,LINC01666
ENSG00000204444.11,-0.781432899,0.730879455,APOM
ENSG00000172775.17,-0.781314397,1.91E-11,FAM192A
ENSG00000269335.5,-0.781217477,2.00E-05,IKBKG
ENSG00000136504.12,-0.78114935,2.75E-10,KAT7
ENSG00000196782.12,-0.781033841,9.61E-05,MAML3
ENSG00000108829.10,-0.781010177,3.52E-96,LRRC59
ENSG00000108953.17,-0.780454204,3.66E-208,YWHAE
ENSG00000111252.10,-0.780431834,2.41E-91,SH2B3
ENSG00000143774.16,-0.780387374,2.80E-27,GUK1
ENSG00000106244.13,-0.779840172,1.07E-66,PDAP1
ENSG00000004779.10,-0.779690454,6.07E-12,NDUFAB1
ENSG00000161057.12,-0.779390666,4.09E-39,PSMC2
ENSG00000105171.10,-0.779182143,8.77E-07,POP4
ENSG00000111261.14,-0.778943196,0.000202696,MANSC1
ENSG00000243725.7,-0.778931105,4.67E-09,TTC4
ENSG00000207524.1,-0.778914249,0.651611961,RNU6-33P
ENSG00000206899.1,-0.778914249,0.651611961,RNU6-36P
ENSG00000079246.16,-0.778800838,9.32E-91,XRCC5
ENSG00000157111.13,-0.778785719,9.73E-07,TMEM171
ENSG00000273812.3,-0.777934864,0.207453768,BX640514.2
ENSG00000231856.2,-0.777845347,0.278445041,AL162377.1
ENSG00000198863.7,-0.777823422,0.000137953,RUNDC1
ENSG00000136908.17,-0.777688289,6.24E-06,DPM2
ENSG00000164953.15,-0.77754674,0.006691185,TMEM67
ENSG00000278864.1,-0.777530855,0.391982362,AC055811.4
ENSG00000103423.14,-0.777513775,7.35E-15,DNAJA3
ENSG00000175224.16,-0.777505334,5.22E-23,ATG13
ENSG00000135318.12,-0.777269041,2.26E-73,NT5E
ENSG00000157540.21,-0.777203546,5.04E-06,DYRK1A
ENSG00000273382.1,-0.776968052,0.444410469,AL356488.3
ENSG00000122218.16,-0.776792262,4.14E-62,COPA
ENSG00000069329.18,-0.77675323,2.73E-24,VPS35
ENSG00000186792.17,-0.77672167,0.012869476,HYAL3
ENSG00000244687.11,-0.776177356,3.92E-47,UBE2V1
ENSG00000135454.14,-0.776079655,9.80E-28,B4GALNT1
